deleted_symptom_id,disease_id
540,1021
540,1022
540,1094
540,1103
540,1111
540,1121
540,1124
572,92
578,117
578,459
578,606
578,686
588,93
594,71
594,91
594,93
594,119
594,483
594,638
594,649
594,650
594,690
594,1100
596,96
608,34
608,49
608,99
608,119
608,163
608,173
608,185
608,295
608,322
608,352
608,414
608,426
608,699
608,786
608,809
608,870
608,873
608,1126
612,100
612,106
612,627
612,1119
620,104
630,618
632,100
632,106
640,445
692,167
692,699
696,124
696,309
696,312
696,673
696,676
696,677
696,698
696,699
708,885
716,71
716,361
718,129
726,202
734,201
744,217
752,96
762,219
766,699
776,129
776,181
776,217
776,915
790,88
832,267
860,780
928,100
928,560
944,485
964,485
986,487
990,487
1002,414
1002,490
1002,517
1022,501
1022,740
1022,772
1060,529
1064,546
1082,567
1082,949
1090,510
1100,679
1100,732
1100,1038
1112,557
1132,590
1142,41
1142,498
1142,634
1176,699
1196,584
1196,585
1198,603
1200,140
1200,178
1200,586
1200,606
1200,870
1256,93
1278,1121
1288,679
1288,682
1290,131
1294,679
1294,681
1306,72
1306,699
1306,1114
1336,739
1340,502
1358,136
1360,766
1402,786
1446,4
1446,5
1446,6
1446,7
1446,8
1446,10
1446,11
1446,13
1446,14
1446,17
1446,20
1446,21
1446,23
1446,24
1446,25
1446,27
1446,30
1446,31
1446,32
1446,33
1446,34
1446,35
1446,36
1446,39
1446,41
1446,42
1446,43
1446,44
1446,45
1446,46
1446,47
1446,48
1446,49
1446,50
1446,52
1446,53
1446,56
1446,57
1446,59
1446,60
1446,61
1446,62
1446,63
1446,65
1446,68
1446,69
1446,71
1446,72
1446,73
1446,75
1446,76
1446,77
1446,78
1446,83
1446,84
1446,87
1446,88
1446,89
1446,90
1446,91
1446,92
1446,93
1446,96
1446,97
1446,98
1446,99
1446,100
1446,102
1446,104
1446,105
1446,106
1446,108
1446,110
1446,112
1446,113
1446,114
1446,115
1446,116
1446,117
1446,118
1446,119
1446,121
1446,122
1446,123
1446,124
1446,125
1446,126
1446,127
1446,129
1446,130
1446,131
1446,132
1446,133
1446,135
1446,136
1446,137
1446,138
1446,139
1446,140
1446,141
1446,143
1446,145
1446,146
1446,148
1446,150
1446,152
1446,153
1446,155
1446,156
1446,157
1446,158
1446,159
1446,160
1446,162
1446,163
1446,164
1446,165
1446,166
1446,167
1446,168
1446,169
1446,170
1446,171
1446,172
1446,173
1446,175
1446,176
1446,177
1446,178
1446,180
1446,181
1446,182
1446,183
1446,184
1446,185
1446,186
1446,187
1446,188
1446,189
1446,190
1446,191
1446,192
1446,193
1446,194
1446,195
1446,196
1446,198
1446,199
1446,200
1446,201
1446,202
1446,203
1446,204
1446,206
1446,207
1446,208
1446,209
1446,211
1446,212
1446,213
1446,214
1446,215
1446,217
1446,218
1446,219
1446,220
1446,221
1446,222
1446,223
1446,224
1446,225
1446,226
1446,227
1446,228
1446,229
1446,230
1446,231
1446,234
1446,235
1446,236
1446,237
1446,239
1446,240
1446,242
1446,243
1446,245
1446,246
1446,247
1446,248
1446,249
1446,250
1446,251
1446,252
1446,253
1446,254
1446,255
1446,256
1446,257
1446,258
1446,259
1446,260
1446,261
1446,262
1446,263
1446,264
1446,265
1446,266
1446,267
1446,268
1446,269
1446,270
1446,271
1446,272
1446,273
1446,274
1446,275
1446,276
1446,277
1446,278
1446,279
1446,281
1446,283
1446,284
1446,288
1446,289
1446,290
1446,291
1446,293
1446,294
1446,295
1446,296
1446,297
1446,298
1446,299
1446,300
1446,301
1446,302
1446,304
1446,305
1446,306
1446,309
1446,311
1446,312
1446,316
1446,322
1446,323
1446,325
1446,330
1446,331
1446,332
1446,338
1446,339
1446,340
1446,341
1446,342
1446,345
1446,346
1446,350
1446,351
1446,352
1446,361
1446,362
1446,363
1446,364
1446,365
1446,366
1446,367
1446,368
1446,369
1446,370
1446,372
1446,374
1446,376
1446,377
1446,378
1446,381
1446,382
1446,384
1446,385
1446,387
1446,389
1446,390
1446,392
1446,393
1446,395
1446,398
1446,399
1446,400
1446,402
1446,403
1446,404
1446,405
1446,406
1446,410
1446,411
1446,412
1446,413
1446,414
1446,415
1446,417
1446,419
1446,421
1446,422
1446,423
1446,424
1446,425
1446,426
1446,427
1446,429
1446,432
1446,433
1446,435
1446,437
1446,445
1446,446
1446,453
1446,456
1446,457
1446,458
1446,459
1446,460
1446,461
1446,462
1446,466
1446,467
1446,472
1446,473
1446,474
1446,475
1446,476
1446,477
1446,478
1446,479
1446,483
1446,484
1446,485
1446,487
1446,488
1446,490
1446,491
1446,492
1446,493
1446,494
1446,496
1446,497
1446,498
1446,499
1446,501
1446,502
1446,505
1446,506
1446,507
1446,510
1446,513
1446,517
1446,518
1446,520
1446,523
1446,524
1446,525
1446,526
1446,527
1446,528
1446,529
1446,530
1446,531
1446,532
1446,533
1446,534
1446,536
1446,537
1446,538
1446,539
1446,540
1446,541
1446,542
1446,545
1446,546
1446,547
1446,556
1446,557
1446,558
1446,559
1446,560
1446,564
1446,565
1446,566
1446,567
1446,569
1446,571
1446,572
1446,573
1446,574
1446,575
1446,577
1446,578
1446,579
1446,580
1446,582
1446,583
1446,584
1446,585
1446,586
1446,588
1446,590
1446,591
1446,593
1446,594
1446,595
1446,602
1446,603
1446,604
1446,605
1446,606
1446,610
1446,611
1446,612
1446,613
1446,615
1446,617
1446,618
1446,619
1446,620
1446,621
1446,624
1446,625
1446,626
1446,627
1446,629
1446,630
1446,631
1446,632
1446,633
1446,634
1446,636
1446,638
1446,641
1446,642
1446,645
1446,646
1446,647
1446,648
1446,649
1446,650
1446,652
1446,654
1446,655
1446,656
1446,660
1446,661
1446,662
1446,664
1446,665
1446,666
1446,667
1446,668
1446,669
1446,670
1446,671
1446,673
1446,676
1446,677
1446,679
1446,680
1446,681
1446,682
1446,683
1446,684
1446,685
1446,686
1446,687
1446,688
1446,689
1446,690
1446,691
1446,692
1446,693
1446,697
1446,698
1446,699
1446,701
1446,702
1446,703
1446,704
1446,705
1446,707
1446,708
1446,709
1446,710
1446,711
1446,712
1446,713
1446,714
1446,715
1446,717
1446,721
1446,723
1446,724
1446,725
1446,726
1446,728
1446,730
1446,731
1446,732
1446,734
1446,737
1446,738
1446,739
1446,740
1446,743
1446,745
1446,746
1446,747
1446,748
1446,751
1446,755
1446,757
1446,763
1446,764
1446,765
1446,766
1446,767
1446,768
1446,771
1446,772
1446,773
1446,774
1446,775
1446,780
1446,781
1446,782
1446,783
1446,784
1446,785
1446,786
1446,787
1446,788
1446,789
1446,790
1446,791
1446,792
1446,793
1446,794
1446,797
1446,798
1446,799
1446,802
1446,803
1446,804
1446,805
1446,806
1446,808
1446,809
1446,813
1446,814
1446,816
1446,818
1446,819
1446,821
1446,822
1446,823
1446,824
1446,825
1446,827
1446,828
1446,830
1446,831
1446,833
1446,834
1446,835
1446,836
1446,837
1446,838
1446,839
1446,841
1446,842
1446,843
1446,844
1446,847
1446,848
1446,850
1446,851
1446,852
1446,853
1446,854
1446,855
1446,859
1446,861
1446,863
1446,864
1446,865
1446,866
1446,867
1446,869
1446,870
1446,871
1446,872
1446,873
1446,874
1446,875
1446,878
1446,879
1446,880
1446,881
1446,883
1446,884
1446,885
1446,887
1446,888
1446,889
1446,890
1446,893
1446,895
1446,896
1446,899
1446,900
1446,901
1446,903
1446,904
1446,905
1446,906
1446,907
1446,908
1446,909
1446,910
1446,911
1446,912
1446,913
1446,914
1446,915
1446,916
1446,918
1446,919
1446,920
1446,921
1446,923
1446,924
1446,925
1446,926
1446,927
1446,928
1446,929
1446,930
1446,931
1446,935
1446,936
1446,938
1446,939
1446,941
1446,943
1446,944
1446,947
1446,948
1446,949
1446,952
1446,954
1446,956
1446,957
1446,958
1446,961
1446,963
1446,964
1446,965
1446,966
1446,970
1446,971
1446,972
1446,973
1446,974
1446,975
1446,976
1446,977
1446,979
1446,980
1446,981
1446,982
1446,985
1446,986
1446,987
1446,989
1446,990
1446,991
1446,992
1446,993
1446,994
1446,995
1446,996
1446,997
1446,998
1446,1001
1446,1002
1446,1004
1446,1005
1446,1006
1446,1007
1446,1008
1446,1009
1446,1010
1446,1011
1446,1012
1446,1013
1446,1017
1446,1018
1446,1019
1446,1020
1446,1021
1446,1022
1446,1025
1446,1026
1446,1027
1446,1028
1446,1031
1446,1032
1446,1033
1446,1034
1446,1035
1446,1036
1446,1037
1446,1038
1446,1039
1446,1040
1446,1048
1446,1050
1446,1053
1446,1054
1446,1055
1446,1056
1446,1058
1446,1061
1446,1062
1446,1063
1446,1064
1446,1065
1446,1066
1446,1073
1446,1075
1446,1080
1446,1084
1446,1085
1446,1086
1446,1087
1446,1088
1446,1089
1446,1090
1446,1091
1446,1092
1446,1094
1446,1096
1446,1098
1446,1100
1446,1101
1446,1102
1446,1103
1446,1104
1446,1105
1446,1107
1446,1108
1446,1109
1446,1110
1446,1111
1446,1112
1446,1113
1446,1114
1446,1115
1446,1116
1446,1117
1446,1118
1446,1119
1446,1120
1446,1121
1446,1122
1446,1124
1446,1126
1446,1128
1446,1130
1446,1131
1446,1132
1446,1133
1446,1135
1446,1136
1446,1137
1446,1138
1446,1139
1446,1140
1446,1141
1446,1142
1446,1143
1446,1145
1446,1146
1446,1163
1446,1164
1446,1165
1446,1166
1446,1167
1446,1168
1446,1169
1446,1172
1446,1173
1480,414
1480,871
1482,163
1500,905
1500,921
1528,566
1540,129
1540,132
1540,140
1540,146
1540,167
1540,168
1540,178
1540,225
1540,227
1540,242
1540,259
1540,445
1540,710
1540,929
1540,1166
1550,926
1550,1114
1550,1122
1552,926
1572,56
1610,1128
1612,1128
1614,1128
1616,309
1617,158
1617,160
1617,952
1617,1087
1618,1056
1619,10
1619,1035
1620,1006
1621,975
1623,998
1625,140
1625,1105
1628,1135
1629,163
1629,1135
1630,414
1630,1066
1630,1135
1636,939
1637,987
1637,1008
1637,1026
1655,474
1655,567
1655,574
